[0.032697547, 0.13918807, 0.12831032, 0.34014544, 0.0095827086, 0.041332964, 0.18660258, 0.036361963, 0.042157792, 0.071158983, 0.13826042, 0.056153916, 0.063098922, 0.24348706, 0.045709211, 0.36555278, 121, 121, 121, 226, 226, 226, 229, 229, 229, 58, 58, 58, 192, 192, 192, 53, 53, 53, 89, 89, 89, 172, 172, 172, 184, 184, 184, 36, 36, 36, 55, 55;
  0.05696775, 0.24807827, 0.13114974, 0.37895578, 0.0055594626, 0.02036538, 0.21909642, 0.029749425, 0.0046552126, 0.010282519, 0.23533943, 0.015473695, 0.056498878, 0.25107318, 0.13717806, 0.39173406, 65, 65, 65, 199, 199, 199, 213, 213, 213, 63, 63, 63, 147, 147, 147, 105, 105, 105, 107, 107, 107, 139, 139, 139, 179, 179, 179, 54, 54, 54, 57, 57;
  0.0347647, 0.17798004, 0.12030861, 0.41320321, 0.0085144313, 0.051869724, 0.1222451, 0.03717513, 0.043678727, 0.08301349, 0.079672948, 0.024344774, 0.072234347, 0.22634061, 0.066885933, 0.46298936, 115, 115, 115, 229, 229, 229, 222, 222, 222, 72, 72, 72, 200, 200, 200, 68, 68, 68, 89, 89, 89, 183, 183, 183, 212, 212, 212, 57, 57, 57, 63, 63;
  0.050922289, 0.2020012, 0.073349766, 0.3537159, 0.032747366, 0.025741898, 0.14071345, 0.036004446, 0.043121427, 0.023090739, 0.11002465, 0.029248267, 0.058398116, 0.25023517, 0.045207076, 0.35602498, 62, 62, 62, 174, 174, 174, 209, 209, 209, 48, 48, 48, 117, 117, 117, 140, 140, 140, 98, 98, 98, 188, 188, 188, 147, 147, 147, 82, 82, 82, 47, 47;
  0.05171949, 0.2108396, 0.086001508, 0.43744779, 0.023285899, 0.014411028, 0.11276412, 0.034461152, 0.03748922, 0.044172931, 0.084869556, 0.026420217, 0.060909875, 0.24791144, 0.044173136, 0.43723893, 78, 78, 78, 227, 227, 227, 226, 226, 226, 82, 82, 82, 144, 144, 144, 93, 93, 93, 66, 66, 66, 190, 190, 190, 150, 150, 150, 59, 59, 59, 48, 48;
  0.031971335, 0.13651592, 0.14066699, 0.26601759, 0.01216151, 0.032768007, 0.20550542, 0.072550252, 0.059911802, 0.075690955, 0.18021774, 0.065640703, 0.065045133, 0.2711474, 0.051918969, 0.2986809, 103, 103, 103, 190, 190, 190, 183, 183, 183, 49, 49, 49, 156, 156, 156, 66, 66, 66, 111, 111, 111, 100, 100, 100, 153, 153, 153, 62, 62, 62, 77, 77;
  0.053963885, 0.2237601, 0.071519352, 0.45600593, 0.02814701, 0.014087988, 0.13697505, 0.025457243, 0.028252926, 0.015076619, 0.12926972, 0.028340748, 0.057512049, 0.23512934, 0.060689509, 0.34420827, 50, 50, 50, 135, 135, 135, 184, 184, 184, 45, 45, 45, 112, 112, 112, 153, 153, 153, 92, 92, 92, 208, 208, 208, 159, 159, 159, 41, 41, 41, 31, 31;
  0.038680226, 0.15769073, 0.14603187, 0.29610363, 0.013293826, 0.044471644, 0.2868183, 0.063749492, 0.028149275, 0.046409629, 0.2324017, 0.056915544, 0.066829503, 0.26346388, 0.082005285, 0.31803346, 81, 81, 81, 181, 181, 181, 156, 156, 156, 39, 39, 39, 150, 150, 150, 83, 83, 83, 138, 138, 138, 94, 94, 94, 161, 161, 161, 40, 40, 40, 74, 74;
  0.036123656, 0.13764271, 0.15203692, 0.32384628, 0.032799087, 0.028782763, 0.17446534, 0.018652517, 0.01230586, 0.058208715, 0.13620801, 0.038752209, 0.059544485, 0.25952727, 0.083957724, 0.42450556, 89, 89, 89, 130, 130, 130, 147, 147, 147, 32, 32, 32, 142, 142, 142, 32, 32, 32, 38, 38, 38, 81, 81, 81, 124, 124, 124, 27, 27, 27, 39, 39;
  0.02622238, 0.094134592, 0.15165499, 0.29248494, 0.019433845, 0.062843673, 0.221182, 0.066378631, 0.057059187, 0.05079864, 0.14313604, 0.12778214, 0.051690478, 0.2378895, 0.042195402, 0.29183033, 137, 137, 137, 174, 174, 174, 180, 180, 180, 82, 82, 82, 168, 168, 168, 61, 61, 61, 98, 98, 98, 140, 140, 140, 167, 167, 167, 54, 54, 54, 82, 82;
  0.034501303, 0.15505226, 0.13692969, 0.39372823, 0.0094531868, 0.041811846, 0.17564814, 0.037043829, 0.034557909, 0.060242068, 0.1264293, 0.028333027, 0.06305898, 0.2618742, 0.04675648, 0.4674491, 116, 116, 116, 231, 231, 231, 240, 240, 240, 56, 56, 56, 208, 208, 208, 51, 51, 51, 88, 88, 88, 169, 169, 169, 214, 214, 214, 32, 32, 32, 50, 50;
  0.042479109, 0.1773634, 0.14874652, 0.30529055, 0.010222841, 0.035819601, 0.2623677, 0.030268865, 0.0421727, 0.056027755, 0.20991643, 0.046834346, 0.062896937, 0.23434518, 0.078579389, 0.36522117, 87, 87, 87, 226, 226, 226, 224, 224, 224, 38, 38, 38, 184, 184, 184, 45, 45, 45, 124, 124, 124, 103, 103, 103, 185, 185, 185, 21, 21, 21, 67, 67;
  0.031841651, 0.14873838, 0.16348045, 0.395861, 0.035406932, 0.012616202, 0.25073764, 0.032536522, 0.016074503, 0.039951306, 0.21545365, 0.026339088, 0.055907302, 0.29736608, 0.093988195, 0.48273572, 166, 166, 166, 216, 216, 216, 229, 229, 229, 60, 60, 60, 234, 234, 234, 36, 36, 36, 93, 93, 93, 179, 179, 179, 241, 241, 241, 33, 33, 33, 63, 63;
